Date	Day	Time	Pred(Ft)	Pred(cm)	High/Low
2017/05/17	Wed	11:34 AM	0.21	6	L
2017/05/17	Wed	06:44 PM	6.18	188	H
2017/05/17	Wed	11:58 PM	3.52	107	L
2017/05/18	Thu	05:25 AM	6.28	191	H
2017/05/18	Thu	12:27 PM	0.43	13	L
2017/05/18	Thu	07:36 PM	6.41	195	H
2017/05/19	Fri	01:12 AM	3.19	97	L
2017/05/19	Fri	06:38 AM	5.99	183	H
2017/05/19	Fri	01:22 PM	0.63	19	L
2017/05/19	Fri	08:23 PM	6.79	207	H
2017/05/20	Sat	02:21 AM	2.57	78	L
2017/05/20	Sat	07:57 AM	5.92	180	H
2017/05/20	Sat	02:17 PM	0.80	24	L
2017/05/20	Sat	09:05 PM	7.30	223	H
2017/05/21	Sun	03:21 AM	1.73	53	L
2017/05/21	Sun	09:11 AM	6.08	185	H
2017/05/21	Sun	03:10 PM	0.97	30	L
2017/05/21	Sun	09:46 PM	7.89	240	H
2017/05/22	Mon	04:13 AM	0.75	23	L
2017/05/22	Mon	10:18 AM	6.40	195	H
2017/05/22	Mon	04:01 PM	1.16	35	L
2017/05/22	Mon	10:26 PM	8.52	260	H
2017/05/23	Tue	05:02 AM	-0.25	-8	L
2017/05/23	Tue	11:18 AM	6.78	207	H
2017/05/23	Tue	04:50 PM	1.36	41	L
2017/05/23	Tue	11:07 PM	9.10	277	H
2017/05/24	Wed	05:50 AM	-1.15	-35	L
2017/05/24	Wed	12:15 PM	7.13	217	H
2017/05/24	Wed	05:38 PM	1.59	48	L
2017/05/24	Wed	11:49 PM	9.55	291	H
2017/05/25	Thu	06:37 AM	-1.87	-57	L
2017/05/25	Thu	01:09 PM	7.38	225	H
2017/05/25	Thu	06:26 PM	1.83	56	L
2017/05/26	Fri	12:33 AM	9.81	299	H
2017/05/26	Fri	07:25 AM	-2.31	-70	L
2017/05/26	Fri	02:03 PM	7.51	229	H
2017/05/26	Fri	07:16 PM	2.07	63	L
2017/05/27	Sat	01:19 AM	9.81	299	H
2017/05/27	Sat	08:14 AM	-2.44	-74	L
2017/05/27	Sat	02:56 PM	7.53	230	H
2017/05/27	Sat	08:08 PM	2.31	70	L
2017/05/28	Sun	02:07 AM	9.54	291	H
2017/05/28	Sun	09:04 AM	-2.28	-69	L
2017/05/28	Sun	03:51 PM	7.46	227	H
2017/05/28	Sun	09:03 PM	2.54	77	L
2017/05/29	Mon	02:58 AM	9.00	274	H
2017/05/29	Mon	09:56 AM	-1.88	-57	L
2017/05/29	Mon	04:47 PM	7.37	225	H
2017/05/29	Mon	10:05 PM	2.71	83	L
2017/05/30	Tue	03:54 AM	8.27	252	H
2017/05/30	Tue	10:50 AM	-1.30	-40	L
2017/05/30	Tue	05:46 PM	7.31	223	H
2017/05/30	Tue	11:14 PM	2.77	84	L
2017/05/31	Wed	04:56 AM	7.44	227	H
2017/05/31	Wed	11:46 AM	-0.63	-19	L
2017/05/31	Wed	06:45 PM	7.33	223	H
2017/06/01	Thu	12:30 AM	2.62	80	L
2017/06/01	Thu	06:07 AM	6.65	203	H
2017/06/01	Thu	12:44 PM	0.04	1	L
2017/06/01	Thu	07:41 PM	7.45	227	H
2017/06/02	Fri	01:47 AM	2.25	69	L
2017/06/02	Fri	07:25 AM	6.07	185	H
2017/06/02	Fri	01:41 PM	0.68	21	L
2017/06/02	Fri	08:33 PM	7.62	232	H
2017/06/03	Sat	02:56 AM	1.71	52	L
2017/06/03	Sat	08:44 AM	5.78	176	H
2017/06/03	Sat	02:37 PM	1.23	37	L
2017/06/03	Sat	09:19 PM	7.81	238	H
2017/06/04	Sun	03:55 AM	1.11	34	L
2017/06/04	Sun	09:56 AM	5.74	175	H
2017/06/04	Sun	03:28 PM	1.71	52	L
2017/06/04	Sun	10:00 PM	7.98	243	H
2017/06/05	Mon	04:44 AM	0.54	16	L
2017/06/05	Mon	10:57 AM	5.86	179	H
2017/06/05	Mon	04:15 PM	2.11	64	L
2017/06/05	Mon	10:37 PM	8.13	248	H
2017/06/06	Tue	05:26 AM	0.06	2	L
2017/06/06	Tue	11:50 AM	6.04	184	H
2017/06/06	Tue	04:58 PM	2.44	74	L
2017/06/06	Tue	11:10 PM	8.24	251	H
2017/06/07	Wed	06:04 AM	-0.32	-10	L
2017/06/07	Wed	12:35 PM	6.23	190	H
2017/06/07	Wed	05:38 PM	2.69	82	L
2017/06/07	Wed	11:43 PM	8.31	253	H
2017/06/08	Thu	06:39 AM	-0.59	-18	L
2017/06/08	Thu	01:16 PM	6.38	194	H
2017/06/08	Thu	06:15 PM	2.89	88	L
2017/06/09	Fri	12:15 AM	8.33	254	H
2017/06/09	Fri	07:13 AM	-0.77	-23	L
2017/06/09	Fri	01:55 PM	6.49	198	H
2017/06/09	Fri	06:52 PM	3.04	93	L
2017/06/10	Sat	12:48 AM	8.29	253	H
2017/06/10	Sat	07:47 AM	-0.86	-26	L
2017/06/10	Sat	02:33 PM	6.55	200	H
2017/06/10	Sat	07:29 PM	3.17	97	L
2017/06/11	Sun	01:21 AM	8.18	249	H
2017/06/11	Sun	08:22 AM	-0.85	-26	L
2017/06/11	Sun	03:12 PM	6.57	200	H
2017/06/11	Sun	08:08 PM	3.28	100	L
2017/06/12	Mon	01:56 AM	7.98	243	H
2017/06/12	Mon	08:58 AM	-0.76	-23	L
2017/06/12	Mon	03:52 PM	6.57	200	H
2017/06/12	Mon	08:49 PM	3.37	103	L
2017/06/13	Tue	02:33 AM	7.70	235	H
2017/06/13	Tue	09:35 AM	-0.59	-18	L
2017/06/13	Tue	04:33 PM	6.58	201	H
2017/06/13	Tue	09:35 PM	3.42	104	L
2017/06/14	Wed	03:14 AM	7.34	224	H
2017/06/14	Wed	10:15 AM	-0.34	-10	L
2017/06/14	Wed	05:16 PM	6.64	202	H
2017/06/14	Wed	10:29 PM	3.38	103	L
2017/06/15	Thu	04:01 AM	6.90	210	H
2017/06/15	Thu	10:57 AM	-0.02	-1	L
2017/06/15	Thu	06:00 PM	6.80	207	H
2017/06/15	Thu	11:31 PM	3.20	98	L
2017/06/16	Fri	04:58 AM	6.42	196	H
2017/06/16	Fri	11:43 AM	0.36	11	L
2017/06/16	Fri	06:45 PM	7.06	215	H
2017/06/17	Sat	12:40 AM	2.80	85	L
2017/06/17	Sat	06:08 AM	5.99	183	H
2017/06/17	Sat	12:33 PM	0.79	24	L
2017/06/17	Sat	07:30 PM	7.44	227	H
2017/06/18	Sun	01:49 AM	2.15	66	L
2017/06/18	Sun	07:28 AM	5.74	175	H
2017/06/18	Sun	01:27 PM	1.23	37	L
2017/06/18	Sun	08:15 PM	7.93	242	H
2017/06/19	Mon	02:52 AM	1.28	39	L
2017/06/19	Mon	08:49 AM	5.77	176	H
2017/06/19	Mon	02:23 PM	1.63	50	L
2017/06/19	Mon	09:01 PM	8.48	258	H
2017/06/20	Tue	03:50 AM	0.32	10	L
2017/06/20	Tue	10:03 AM	6.05	184	H
2017/06/20	Tue	03:21 PM	1.96	60	L
2017/06/20	Tue	09:48 PM	9.05	276	H
2017/06/21	Wed	04:43 AM	-0.63	-19	L
2017/06/21	Wed	11:09 AM	6.46	197	H
2017/06/21	Wed	04:17 PM	2.19	67	L
2017/06/21	Wed	10:35 PM	9.55	291	H
2017/06/22	Thu	05:34 AM	-1.45	-44	L
2017/06/22	Thu	12:07 PM	6.89	210	H
2017/06/22	Thu	05:12 PM	2.33	71	L
2017/06/22	Thu	11:23 PM	9.92	302	H
2017/06/23	Fri	06:23 AM	-2.06	-63	L
2017/06/23	Fri	01:01 PM	7.26	221	H
2017/06/23	Fri	06:06 PM	2.40	73	L
2017/06/24	Sat	12:12 AM	10.09	308	H
2017/06/24	Sat	07:11 AM	-2.39	-73	L
2017/06/24	Sat	01:52 PM	7.52	229	H
2017/06/24	Sat	07:00 PM	2.42	74	L
2017/06/25	Sun	01:02 AM	10.00	305	H
2017/06/25	Sun	07:59 AM	-2.42	-74	L
2017/06/25	Sun	02:43 PM	7.68	234	H
2017/06/25	Sun	07:54 PM	2.44	74	L
2017/06/26	Mon	01:52 AM	9.65	294	H
2017/06/26	Mon	08:47 AM	-2.17	-66	L
2017/06/26	Mon	03:32 PM	7.75	236	H
2017/06/26	Mon	08:50 PM	2.46	75	L
2017/06/27	Tue	02:44 AM	9.05	276	H
2017/06/27	Tue	09:35 AM	-1.68	-51	L
2017/06/27	Tue	04:22 PM	7.77	237	H
2017/06/27	Tue	09:49 PM	2.48	76	L
2017/06/28	Wed	03:38 AM	8.26	252	H
2017/06/28	Wed	10:23 AM	-1.01	-31	L
2017/06/28	Wed	05:13 PM	7.76	237	H
2017/06/28	Wed	10:53 PM	2.45	75	L
2017/06/29	Thu	04:36 AM	7.38	225	H
2017/06/29	Thu	11:12 AM	-0.23	-7	L
2017/06/29	Thu	06:04 PM	7.76	237	H
2017/06/30	Fri	12:02 AM	2.33	71	L
2017/06/30	Fri	05:42 AM	6.52	199	H
2017/06/30	Fri	12:02 PM	0.58	18	L
2017/06/30	Fri	06:55 PM	7.77	237	H
2017/07/01	Sat	01:15 AM	2.06	63	L
2017/07/01	Sat	06:56 AM	5.85	178	H
2017/07/01	Sat	12:54 PM	1.35	41	L
2017/07/01	Sat	07:44 PM	7.82	238	H
2017/07/02	Sun	02:24 AM	1.65	50	L
2017/07/02	Sun	08:17 AM	5.49	167	H
2017/07/02	Sun	01:49 PM	2.03	62	L
2017/07/02	Sun	08:32 PM	7.90	241	H
2017/07/03	Mon	03:25 AM	1.17	36	L
2017/07/03	Mon	09:35 AM	5.45	166	H
2017/07/03	Mon	02:43 PM	2.56	78	L
2017/07/03	Mon	09:16 PM	8.00	244	H
2017/07/04	Tue	04:17 AM	0.69	21	L
2017/07/04	Tue	10:42 AM	5.62	171	H
2017/07/04	Tue	03:36 PM	2.93	89	L
2017/07/04	Tue	09:57 PM	8.12	247	H
2017/07/05	Wed	05:02 AM	0.25	8	L
2017/07/05	Wed	11:36 AM	5.89	180	H
2017/07/05	Wed	04:25 PM	3.16	96	L
2017/07/05	Wed	10:36 PM	8.25	251	H
2017/07/06	Thu	05:41 AM	-0.11	-3	L
2017/07/06	Thu	12:21 PM	6.16	188	H
2017/07/06	Thu	05:09 PM	3.27	100	L
2017/07/06	Thu	11:14 PM	8.37	255	H
2017/07/07	Fri	06:18 AM	-0.41	-12	L
2017/07/07	Fri	01:01 PM	6.39	195	H
2017/07/07	Fri	05:51 PM	3.29	100	L
2017/07/07	Fri	11:50 PM	8.46	258	H
2017/07/08	Sat	06:52 AM	-0.62	-19	L
2017/07/08	Sat	01:37 PM	6.59	201	H
2017/07/08	Sat	06:30 PM	3.27	100	L
2017/07/09	Sun	12:26 AM	8.50	259	H
2017/07/09	Sun	07:27 AM	-0.76	-23	L
2017/07/09	Sun	02:12 PM	6.75	206	H
2017/07/09	Sun	07:09 PM	3.22	98	L
2017/07/10	Mon	01:02 AM	8.46	258	H
2017/07/10	Mon	08:00 AM	-0.81	-25	L
2017/07/10	Mon	02:46 PM	6.88	210	H
2017/07/10	Mon	07:48 PM	3.17	97	L
2017/07/11	Tue	01:39 AM	8.32	254	H
2017/07/11	Tue	08:34 AM	-0.75	-23	L
2017/07/11	Tue	03:21 PM	7.00	213	H
2017/07/11	Tue	08:30 PM	3.10	94	L
2017/07/12	Wed	02:17 AM	8.06	246	H
2017/07/12	Wed	09:09 AM	-0.57	-17	L
2017/07/12	Wed	03:57 PM	7.12	217	H
2017/07/12	Wed	09:15 PM	3.01	92	L
2017/07/13	Thu	02:59 AM	7.69	234	H
2017/07/13	Thu	09:45 AM	-0.26	-8	L
2017/07/13	Thu	04:34 PM	7.27	222	H
2017/07/13	Thu	10:06 PM	2.86	87	L
2017/07/14	Fri	03:46 AM	7.21	220	H
2017/07/14	Fri	10:24 AM	0.17	5	L
2017/07/14	Fri	05:13 PM	7.46	227	H
2017/07/14	Fri	11:04 PM	2.61	80	L
2017/07/15	Sat	04:43 AM	6.65	203	H
2017/07/15	Sat	11:05 AM	0.71	22	L
2017/07/15	Sat	05:55 PM	7.71	235	H
2017/07/16	Sun	12:08 AM	2.22	68	L
2017/07/16	Sun	05:51 AM	6.13	187	H
2017/07/16	Sun	11:53 AM	1.31	40	L
2017/07/16	Sun	06:42 PM	8.03	245	H
2017/07/17	Mon	01:18 AM	1.66	51	L
2017/07/17	Mon	07:11 AM	5.78	176	H
2017/07/17	Mon	12:47 PM	1.90	58	L
2017/07/17	Mon	07:32 PM	8.40	256	H
2017/07/18	Tue	02:26 AM	0.94	29	L
2017/07/18	Tue	08:36 AM	5.75	175	H
2017/07/18	Tue	01:49 PM	2.39	73	L
2017/07/18	Tue	08:25 PM	8.81	269	H
2017/07/19	Wed	03:29 AM	0.13	4	L
2017/07/19	Wed	09:55 AM	6.03	184	H
2017/07/19	Wed	02:54 PM	2.69	82	L
2017/07/19	Wed	09:20 PM	9.24	282	H
2017/07/20	Thu	04:26 AM	-0.66	-20	L
2017/07/20	Thu	11:01 AM	6.47	197	H
2017/07/20	Thu	03:58 PM	2.79	85	L
2017/07/20	Thu	10:14 PM	9.63	294	H
2017/07/21	Fri	05:19 AM	-1.31	-40	L
2017/07/21	Fri	11:57 AM	6.95	212	H
2017/07/21	Fri	04:58 PM	2.72	83	L
2017/07/21	Fri	11:08 PM	9.91	302	H
2017/07/22	Sat	06:09 AM	-1.77	-54	L
2017/07/22	Sat	12:48 PM	7.38	225	H
2017/07/22	Sat	05:54 PM	2.55	78	L
2017/07/23	Sun	12:00 AM	10.02	305	H
2017/07/23	Sun	06:56 AM	-1.97	-60	L
2017/07/23	Sun	01:35 PM	7.71	235	H
2017/07/23	Sun	06:48 PM	2.34	71	L
2017/07/24	Mon	12:51 AM	9.90	302	H
2017/07/24	Mon	07:42 AM	-1.90	-58	L
2017/07/24	Mon	02:19 PM	7.94	242	H
2017/07/24	Mon	07:41 PM	2.16	66	L
2017/07/25	Tue	01:41 AM	9.54	291	H
2017/07/25	Tue	08:26 AM	-1.57	-48	L
2017/07/25	Tue	03:03 PM	8.07	246	H
2017/07/25	Tue	08:34 PM	2.04	62	L
2017/07/26	Wed	02:31 AM	8.95	273	H
2017/07/26	Wed	09:09 AM	-1.03	-31	L
2017/07/26	Wed	03:47 PM	8.10	247	H
2017/07/26	Wed	09:28 PM	1.99	61	L
2017/07/27	Thu	03:22 AM	8.19	250	H
2017/07/27	Thu	09:52 AM	-0.31	-9	L
2017/07/27	Thu	04:30 PM	8.06	246	H
2017/07/27	Thu	10:24 PM	1.97	60	L
2017/07/28	Fri	04:16 AM	7.34	224	H
2017/07/28	Fri	10:35 AM	0.50	15	L
2017/07/28	Fri	05:15 PM	7.97	243	H
2017/07/28	Fri	11:25 PM	1.96	60	L
2017/07/29	Sat	05:16 AM	6.53	199	H
2017/07/29	Sat	11:19 AM	1.34	41	L
2017/07/29	Sat	06:01 PM	7.85	239	H
2017/07/30	Sun	12:31 AM	1.88	57	L
2017/07/30	Sun	06:25 AM	5.87	179	H
2017/07/30	Sun	12:07 PM	2.12	65	L
2017/07/30	Sun	06:49 PM	7.75	236	H
2017/07/31	Mon	01:39 AM	1.69	52	L
2017/07/31	Mon	07:46 AM	5.49	167	H
2017/07/31	Mon	01:01 PM	2.78	85	L
2017/07/31	Mon	07:39 PM	7.70	235	H
2017/08/01	Tue	02:45 AM	1.39	42	L
2017/08/01	Tue	09:09 AM	5.46	166	H
2017/08/01	Tue	02:01 PM	3.25	99	L
2017/08/01	Tue	08:30 PM	7.74	236	H
2017/08/02	Wed	03:42 AM	1.01	31	L
2017/08/02	Wed	10:20 AM	5.66	173	H
2017/08/02	Wed	03:03 PM	3.49	106	L
2017/08/02	Wed	09:20 PM	7.85	239	H
2017/08/03	Thu	04:31 AM	0.62	19	L
2017/08/03	Thu	11:14 AM	5.97	182	H
2017/08/03	Thu	03:59 PM	3.54	108	L
2017/08/03	Thu	10:06 PM	8.04	245	H
2017/08/04	Fri	05:14 AM	0.26	8	L
2017/08/04	Fri	11:56 AM	6.28	191	H
2017/08/04	Fri	04:47 PM	3.44	105	L
2017/08/04	Fri	10:49 PM	8.24	251	H
2017/08/05	Sat	05:51 AM	-0.07	-2	L
2017/08/05	Sat	12:33 PM	6.56	200	H
2017/08/05	Sat	05:31 PM	3.27	100	L
2017/08/05	Sat	11:30 PM	8.44	257	H
2017/08/06	Sun	06:27 AM	-0.33	-10	L
2017/08/06	Sun	01:06 PM	6.83	208	H
2017/08/06	Sun	06:11 PM	3.04	93	L
2017/08/07	Mon	12:08 AM	8.57	261	H
2017/08/07	Mon	07:00 AM	-0.50	-15	L
2017/08/07	Mon	01:37 PM	7.08	216	H
2017/08/07	Mon	06:50 PM	2.81	86	L
2017/08/08	Tue	12:47 AM	8.61	262	H
2017/08/08	Tue	07:33 AM	-0.55	-17	L
2017/08/08	Tue	02:09 PM	7.31	223	H
2017/08/08	Tue	07:29 PM	2.58	79	L
2017/08/09	Wed	01:25 AM	8.52	260	H
2017/08/09	Wed	08:06 AM	-0.46	-14	L
2017/08/09	Wed	02:40 PM	7.52	229	H
2017/08/09	Wed	08:10 PM	2.35	72	L
2017/08/10	Thu	02:06 AM	8.29	253	H
2017/08/10	Thu	08:40 AM	-0.22	-7	L
2017/08/10	Thu	03:13 PM	7.72	235	H
2017/08/10	Thu	08:55 PM	2.12	65	L
2017/08/11	Fri	02:50 AM	7.92	241	H
2017/08/11	Fri	09:15 AM	0.19	6	L
2017/08/11	Fri	03:48 PM	7.91	241	H
2017/08/11	Fri	09:43 PM	1.91	58	L
2017/08/12	Sat	03:39 AM	7.41	226	H
2017/08/12	Sat	09:53 AM	0.73	22	L
2017/08/12	Sat	04:26 PM	8.07	246	H
2017/08/12	Sat	10:38 PM	1.68	51	L
2017/08/13	Sun	04:36 AM	6.83	208	H
2017/08/13	Sun	10:34 AM	1.37	42	L
2017/08/13	Sun	05:09 PM	8.21	250	H
2017/08/13	Sun	11:40 PM	1.42	43	L
2017/08/14	Mon	05:44 AM	6.29	192	H
2017/08/14	Mon	11:23 AM	2.04	62	L
2017/08/14	Mon	05:59 PM	8.35	255	H
2017/08/15	Tue	12:50 AM	1.07	33	L
2017/08/15	Tue	07:05 AM	5.95	181	H
2017/08/15	Tue	12:21 PM	2.63	80	L
2017/08/15	Tue	06:56 PM	8.49	259	H
2017/08/16	Wed	02:02 AM	0.61	19	L
2017/08/16	Wed	08:32 AM	5.95	181	H
2017/08/16	Wed	01:31 PM	3.03	92	L
2017/08/16	Wed	07:58 PM	8.69	265	H
2017/08/17	Thu	03:09 AM	0.06	2	L
2017/08/17	Thu	09:48 AM	6.27	191	H
2017/08/17	Thu	02:45 PM	3.14	96	L
2017/08/17	Thu	09:02 PM	8.95	273	H
2017/08/18	Fri	04:10 AM	-0.48	-15	L
2017/08/18	Fri	10:50 AM	6.73	205	H
2017/08/18	Fri	03:53 PM	2.98	91	L
2017/08/18	Fri	10:03 PM	9.24	282	H
2017/08/19	Sat	05:04 AM	-0.92	-28	L
2017/08/19	Sat	11:42 AM	7.21	220	H
2017/08/19	Sat	04:54 PM	2.63	80	L
2017/08/19	Sat	11:00 PM	9.46	288	H
2017/08/20	Sun	05:52 AM	-1.18	-36	L
2017/08/20	Sun	12:27 PM	7.64	233	H
2017/08/20	Sun	05:48 PM	2.21	67	L
2017/08/20	Sun	11:53 PM	9.54	291	H
2017/08/21	Mon	06:37 AM	-1.23	-37	L
2017/08/21	Mon	01:08 PM	7.98	243	H
2017/08/21	Mon	06:39 PM	1.82	55	L
2017/08/22	Tue	12:43 AM	9.43	287	H
2017/08/22	Tue	07:19 AM	-1.04	-32	L
2017/08/22	Tue	01:48 PM	8.21	250	H
2017/08/22	Tue	07:27 PM	1.51	46	L
2017/08/23	Wed	01:31 AM	9.10	277	H
2017/08/23	Wed	07:59 AM	-0.65	-20	L
2017/08/23	Wed	02:26 PM	8.32	254	H
2017/08/23	Wed	08:15 PM	1.33	41	L
2017/08/24	Thu	02:18 AM	8.59	262	H
2017/08/24	Thu	08:38 AM	-0.07	-2	L
2017/08/24	Thu	03:04 PM	8.31	253	H
2017/08/24	Thu	09:02 PM	1.27	39	L
2017/08/25	Fri	03:06 AM	7.95	242	H
2017/08/25	Fri	09:17 AM	0.63	19	L
2017/08/25	Fri	03:42 PM	8.19	250	H
2017/08/25	Fri	09:51 PM	1.31	40	L
2017/08/26	Sat	03:56 AM	7.24	221	H
2017/08/26	Sat	09:55 AM	1.39	42	L
2017/08/26	Sat	04:20 PM	7.98	243	H
2017/08/26	Sat	10:43 PM	1.42	43	L
2017/08/27	Sun	04:52 AM	6.56	200	H
2017/08/27	Sun	10:36 AM	2.15	66	L
2017/08/27	Sun	05:01 PM	7.73	236	H
2017/08/27	Sun	11:40 PM	1.53	47	L
2017/08/28	Mon	05:56 AM	6.00	183	H
2017/08/28	Mon	11:22 AM	2.83	86	L
2017/08/28	Mon	05:47 PM	7.48	228	H
2017/08/29	Tue	12:45 AM	1.58	48	L
2017/08/29	Tue	07:14 AM	5.66	173	H
2017/08/29	Tue	12:17 PM	3.38	103	L
2017/08/29	Tue	06:41 PM	7.29	222	H
2017/08/30	Wed	01:53 AM	1.50	46	L
2017/08/30	Wed	08:38 AM	5.63	172	H
2017/08/30	Wed	01:26 PM	3.71	113	L
2017/08/30	Wed	07:41 PM	7.23	220	H
2017/08/31	Thu	02:57 AM	1.27	39	L
2017/08/31	Thu	09:48 AM	5.84	178	H
2017/08/31	Thu	02:37 PM	3.76	115	L
2017/08/31	Thu	08:42 PM	7.33	223	H
2017/09/01	Fri	03:52 AM	0.96	29	L
2017/09/01	Fri	10:40 AM	6.14	187	H
2017/09/01	Fri	03:38 PM	3.59	109	L
2017/09/01	Fri	09:37 PM	7.56	230	H
2017/09/02	Sat	04:37 AM	0.61	19	L
2017/09/02	Sat	11:20 AM	6.48	198	H
2017/09/02	Sat	04:28 PM	3.28	100	L
2017/09/02	Sat	10:26 PM	7.85	239	H
2017/09/03	Sun	05:17 AM	0.30	9	L
2017/09/03	Sun	11:53 AM	6.83	208	H
2017/09/03	Sun	05:11 PM	2.88	88	L
2017/09/03	Sun	11:10 PM	8.14	248	H
2017/09/04	Mon	05:53 AM	0.05	2	L
2017/09/04	Mon	12:24 PM	7.18	219	H
2017/09/04	Mon	05:51 PM	2.44	74	L
2017/09/04	Mon	11:51 PM	8.36	255	H
2017/09/05	Tue	06:27 AM	-0.09	-3	L
2017/09/05	Tue	12:54 PM	7.53	230	H
2017/09/05	Tue	06:30 PM	2.00	61	L
2017/09/06	Wed	12:32 AM	8.48	258	H
2017/09/06	Wed	07:00 AM	-0.09	-3	L
2017/09/06	Wed	01:24 PM	7.86	240	H
2017/09/06	Wed	07:10 PM	1.56	48	L
2017/09/07	Thu	01:14 AM	8.46	258	H
2017/09/07	Thu	07:34 AM	0.08	2	L
2017/09/07	Thu	01:56 PM	8.15	248	H
2017/09/07	Thu	07:51 PM	1.18	36	L
2017/09/08	Fri	01:57 AM	8.29	253	H
2017/09/08	Fri	08:08 AM	0.41	12	L
2017/09/08	Fri	02:29 PM	8.39	256	H
2017/09/08	Fri	08:35 PM	0.86	26	L
2017/09/09	Sat	02:44 AM	7.95	242	H
2017/09/09	Sat	08:45 AM	0.90	27	L
2017/09/09	Sat	03:04 PM	8.54	260	H
2017/09/09	Sat	09:23 PM	0.65	20	L
2017/09/10	Sun	03:36 AM	7.48	228	H
2017/09/10	Sun	09:25 AM	1.49	45	L
2017/09/10	Sun	03:44 PM	8.59	262	H
2017/09/10	Sun	10:16 PM	0.53	16	L
2017/09/11	Mon	04:35 AM	6.96	212	H
2017/09/11	Mon	10:10 AM	2.14	65	L
2017/09/11	Mon	04:30 PM	8.53	260	H
2017/09/11	Mon	11:17 PM	0.49	15	L
2017/09/12	Tue	05:45 AM	6.50	198	H
2017/09/12	Tue	11:04 AM	2.75	84	L
2017/09/12	Tue	05:24 PM	8.39	256	H
2017/09/13	Wed	12:26 AM	0.43	13	L
2017/09/13	Wed	07:05 AM	6.27	191	H
2017/09/13	Wed	12:11 PM	3.20	98	L
2017/09/13	Wed	06:28 PM	8.25	251	H
2017/09/14	Thu	01:39 AM	0.30	9	L
2017/09/14	Thu	08:27 AM	6.37	194	H
2017/09/14	Thu	01:30 PM	3.36	102	L
2017/09/14	Thu	07:41 PM	8.20	250	H
2017/09/15	Fri	02:48 AM	0.07	2	L
2017/09/15	Fri	09:37 AM	6.72	205	H
2017/09/15	Fri	02:49 PM	3.17	97	L
2017/09/15	Fri	08:53 PM	8.31	253	H
2017/09/16	Sat	03:50 AM	-0.19	-6	L
2017/09/16	Sat	10:32 AM	7.17	219	H
2017/09/16	Sat	03:56 PM	2.70	82	L
2017/09/16	Sat	09:58 PM	8.50	259	H
2017/09/17	Sun	04:43 AM	-0.37	-11	L
2017/09/17	Sun	11:18 AM	7.62	232	H
2017/09/17	Sun	04:54 PM	2.12	65	L
2017/09/17	Sun	10:56 PM	8.67	264	H
2017/09/18	Mon	05:30 AM	-0.40	-12	L
2017/09/18	Mon	11:59 AM	8.01	244	H
2017/09/18	Mon	05:44 PM	1.54	47	L
2017/09/18	Mon	11:48 PM	8.73	266	H
2017/09/19	Tue	06:12 AM	-0.27	-8	L
2017/09/19	Tue	12:36 PM	8.30	253	H
2017/09/19	Tue	06:30 PM	1.06	32	L
2017/09/20	Wed	12:37 AM	8.64	263	H
2017/09/20	Wed	06:52 AM	0.03	1	L
2017/09/20	Wed	01:11 PM	8.48	258	H
2017/09/20	Wed	07:13 PM	0.71	22	L
2017/09/21	Thu	01:23 AM	8.41	256	H
2017/09/21	Thu	07:29 AM	0.48	15	L
2017/09/21	Thu	01:45 PM	8.53	260	H
2017/09/21	Thu	07:55 PM	0.52	16	L
2017/09/22	Fri	02:08 AM	8.04	245	H
2017/09/22	Fri	08:05 AM	1.03	31	L
2017/09/22	Fri	02:18 PM	8.45	258	H
2017/09/22	Fri	08:36 PM	0.48	15	L
2017/09/23	Sat	02:53 AM	7.59	231	H
2017/09/23	Sat	08:41 AM	1.65	50	L
2017/09/23	Sat	02:51 PM	8.26	252	H
2017/09/23	Sat	09:18 PM	0.57	17	L
2017/09/24	Sun	03:40 AM	7.10	216	H
2017/09/24	Sun	09:17 AM	2.29	70	L
2017/09/24	Sun	03:26 PM	7.97	243	H
2017/09/24	Sun	10:03 PM	0.77	23	L
2017/09/25	Mon	04:32 AM	6.61	201	H
2017/09/25	Mon	09:56 AM	2.89	88	L
2017/09/25	Mon	04:03 PM	7.62	232	H
2017/09/25	Mon	10:53 PM	1.01	31	L
2017/09/26	Tue	05:31 AM	6.19	189	H
2017/09/26	Tue	10:42 AM	3.41	104	L
2017/09/26	Tue	04:46 PM	7.25	221	H
2017/09/26	Tue	11:50 PM	1.24	38	L
2017/09/27	Wed	06:42 AM	5.93	181	H
2017/09/27	Wed	11:40 AM	3.80	116	L
2017/09/27	Wed	05:39 PM	6.93	211	H
2017/09/28	Thu	12:54 AM	1.36	41	L
2017/09/28	Thu	07:59 AM	5.91	180	H
2017/09/28	Thu	12:55 PM	3.97	121	L
2017/09/28	Thu	06:46 PM	6.73	205	H
2017/09/29	Fri	02:01 AM	1.33	41	L
2017/09/29	Fri	09:06 AM	6.10	186	H
2017/09/29	Fri	02:12 PM	3.84	117	L
2017/09/29	Fri	07:57 PM	6.74	205	H
2017/09/30	Sat	03:00 AM	1.15	35	L
2017/09/30	Sat	09:55 AM	6.42	196	H
2017/09/30	Sat	03:16 PM	3.47	106	L
2017/09/30	Sat	09:02 PM	6.95	212	H
2017/10/01	Sun	03:50 AM	0.92	28	L
2017/10/01	Sun	10:33 AM	6.79	207	H
2017/10/01	Sun	04:06 PM	2.95	90	L
2017/10/01	Sun	09:58 PM	7.26	221	H
